timestamp,latitude,longitude,altitude,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,attitude_x,attitude_y,attitude_z,attitude_w,acc_bias_x,acc_bias_y,acc_bias_z,gyro_bias_x,gyro_bias_y,gyro_bias_z
1532016959.049401998519897,47.511521783340740,6.793231433368102,414.592996805325754,0.000002619297302,0.000000823434903,-0.000003194781318,0.000525702418963,0.000165266356040,-0.000641204137310,0.009898232119163,0.014832841606667,-0.000121737955925,0.999840985852579,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
1532016959.059493064880371,47.511521783367179,6.793231433463222,414.592987457510958,0.000009784852520,0.000003762464709,-0.000012543127614,0.000894475580377,0.000417234977453,-0.001211592378313,0.009919816826302,0.014781622761277,-0.000081525947934,0.999841534552449,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
1532016959.089323997497559,47.511521783434830,6.793231433754234,414.592929394498526,0.000031707406137,0.000011284851926,-0.000070607242278,0.000575311093664,0.000087099721929,-0.002681287231563,0.009980301867728,0.014655183385805,-0.000037117464352,0.999842796541962,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
1532016959.099303960800171,47.511521783424648,6.793231433812037,414.592899949302648,0.000036061796567,0.000010154424454,-0.000100051448621,0.000297315447687,-0.000313639126532,-0.003219377019422,0.009979152239192,0.014603805011433,-0.000002626718049,0.999843560459773,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
1532016959.109342098236084,47.511521783387956,6.793231433847338,414.592865756199444,0.000038721133177,0.000006073883116,-0.000134244541004,0.000232531175144,-0.000499368538166,-0.003593259807112,0.009968364641068,0.014578943362033,0.000045149714924,0.999844029875826,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
1532016959.119334936141968,47.511521783350027,6.793231433880160,414.592828597504536,0.000041193540603,0.000001856250692,-0.000171403357038,0.000262304716144,-0.000344762521239,-0.003843829913244,0.009938640571733,0.014521066140239,0.000087999487001,0.999845165172002,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
1532016959.129313945770264,47.511521783337329,6.793231433918867,414.592787892504020,0.000044109554309,0.000000445455800,-0.000212108901502,0.000322124764254,0.000062010034822,-0.004314403414609,0.009913717199876,0.014443279815421,0.000109914181647,0.999846537123736,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
1532016959.139296054840088,47.511521783359655,6.793231433967744,414.592740085025071,0.000047791393883,0.000002926786674,-0.000259917430757,0.000415562942507,0.000435145597634,-0.005264439878069,0.009878426632236,0.014390704173434,0.000110606744540,0.999847644437297,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
1532016959.149312973022461,47.511521783408909,6.793231434025332,414.592682516747402,0.000052129746419,0.000008403964523,-0.000317484641103,0.000450642103203,0.000658439824366,-0.006229556438591,0.009829585200819,0.014323747653976,0.000128513549610,0.999849085108444,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
1532016959.159415960311890,47.511521783476688,6.793231434075690,414.592617189867894,0.000055923263795,0.000015938703325,-0.000382811588896,0.000300327341185,0.000833146492851,-0.006702647853224,0.009799241405790,0.014232945892899,0.000154121334007,0.999850676034024,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
